titre	identifiant	prix	prix soldé	état	disponibilité	Canal	libellé du flux	langue	canonical link	catégorie	description	gtin	identifiant groupe	lien	lien image	lien image supplémentaire	livraison(frais livraison:pays livraison)	marque	taille	tous les clics	tranche d'âge	étiquette personnalisée 0	étiquette personnalisée 1	étiquette personnalisée 2	étiquette personnalisée 3	étiquette personnalisée 4
Zapatillas Casual Unisex Conversechuck 70 Hi Vintage Cargo/egret/bla	A06520C-259	95.00 EUR	85.50 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/conversechuck-70-hi-vintage-cargo-egret-bla-vintage-cargo-egret-black-a06520c-259	Casual > Zapatillas	Zapatillas Casual Conversechuck 70 Hi Vintage Cargo/egret/bla Unisex	194434698350	A06520C-259	https://lp.base.net/conversechuck-70-hi-vintage-cargo-egret-bla-vintage-cargo-egret-black-a06520c-259?lpoid=cf7d52bc8c9d9d05c3af34e03380f6d9a9b5b3e4	https://www.base.net/media/catalog/product/0/1/01_a06520c_259.jpg	https://www.base.net/media/catalog/product/0/2/02_a06520c_259.jpg,https://www.base.net/media/catalog/product/0/3/03_a06520c_259.jpg	0.00 EUR:ES	Converse	44	0	adulte	Dataiads-allcategs-ori	Casual	Unisex		REBAJAS-ENERO-25
Calcetines Casual Unisex adidas Cushioned 3 Bandas	IC1321	15.00 EUR	13.50 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/adidas-cushioned-3-bandas-black-white-ic1321	Casual > Calcetines	Calcetines Casual adidas Cushioned 3 Bandas Unisex	4066746337233	IC1321	https://lp.base.net/adidas-cushioned-3-bandas-black-white-ic1321?lpoid=c1649a61304cdf1a4a97818db7222105699b9e97	https://www.base.net/media/catalog/product/0/1/01_ic1321.jpg		3.99 EUR:ES	adidas Sportswear	L	0	adulte	Dataiads-allcategs-var	Casual	Unisex	"SUMMER"	BF-DOS-CUATRO
Zapatillas Running Hombre Zapatilla Running Hombre Supernova Stride M adidas Performance	ID3692	110.00 EUR	99.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/zapatilla-running-hombre-supernova-stride-m-adidas-performance-cobblu-zeromt-flaaqu-id3692	Running > Zapatillas	Zapatillas Running Zapatilla Running Hombre Supernova Stride M adidas Performance Hombre	4067889000022	ID3692	https://lp.base.net/zapatilla-running-hombre-supernova-stride-m-adidas-performance-cobblu-zeromt-flaaqu-id3692?lpoid=c720a955e7b0551dd9f183d5c5ad5e46df3f2ade	https://www.base.net/media/catalog/product/0/1/01_id3692.jpg	https://www.base.net/media/catalog/product/0/2/02_id3692.jpg,https://www.base.net/media/catalog/product/0/3/03_id3692.jpg,https://www.base.net/media/catalog/product/0/4/04_id3692.jpg	0.00 EUR:ES	adidas Performance	42 2/3	2	adulte	Dataiads-allcategs-var	Running	Hombre		REBAJAS-ENERO-25
Chandal Casual Junior Puma Short Jersey Set B	847310-02	30.00 EUR	19.50 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/puma-short-jersey-set-b-puma-white-puma-black-847310-02	Casual > Chandal	Chandal Casual Puma Short Jersey Set B Junior	4064535662924	847310-02	https://lp.base.net/puma-short-jersey-set-b-puma-white-puma-black-847310-02?lpoid=20561efde965775b693febe237702f260933d8d9	https://www.base.net/media/catalog/product/0/1/01_847310_02.jpg	https://www.base.net/media/catalog/product/0/2/02_847310_02.jpg,https://www.base.net/media/catalog/product/0/3/03_847310_02.jpg,https://www.base.net/media/catalog/product/0/4/04_847310_02.jpg	3.99 EUR:ES	Puma	7-8 años	0	enfants	Dataiads-allcategs-ori	Casual	Junior	"outlet-base"	REBAJAS-ENERO-25
Zapatillas Casual Niño Zapatilla Niño Vs Pace 2.0 Cf C adidas Sportswear	IE8886	38.00 EUR	36.10 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/zapatilla-nino-vs-pace-2-0-cf-c-adidas-sportswear-conavy-royblu-royblu-ie8886	Casual > Zapatillas	Zapatillas Casual Zapatilla Niño Vs Pace 2.0 Cf C adidas Sportswear Niño	4067889021621	IE8886	https://lp.base.net/zapatilla-nino-vs-pace-2-0-cf-c-adidas-sportswear-conavy-royblu-royblu-ie8886?lpoid=84443bfe3ad2379358c83d11e9ed6602e8d119d8	https://www.base.net/media/catalog/product/0/1/01_ie8886.jpg	https://www.base.net/media/catalog/product/0/2/02_ie8886.jpg,https://www.base.net/media/catalog/product/0/3/03_ie8886.jpg,https://www.base.net/media/catalog/product/0/4/04_ie8886.jpg	3.99 EUR:ES	adidas	29	8	enfants	Dataiads-allcategs-ori	Casual	Niño	"BTS-FA24"	MSS-OCT
Zapatillas Casual Mujer Vans Filmore Hi Tapered Platform st	VN0A5JLGWHT1-VNWHT	95.00 EUR	76.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/vans-filmore-hi-tapered-platform-st-white-vn0a5jlgwht1-vnwht	Casual > Zapatillas	Zapatillas Casual Vans Filmore Hi Tapered Platform st Mujer	196571167782	VN0A5JLGWHT1-VNWHT	https://lp.base.net/vans-filmore-hi-tapered-platform-st-white-vn0a5jlgwht1-vnwht?lpoid=a1ace59e944afbd24c8c799f37e0d554f2b274af	https://www.base.net/media/catalog/product/0/1/01_vn0a5jlgwht1_vnwht.jpg	https://www.base.net/media/catalog/product/0/2/02_vn0a5jlgwht1_vnwht.jpg,https://www.base.net/media/catalog/product/0/3/03_vn0a5jlgwht1_vnwht.jpg,https://www.base.net/media/catalog/p	0.00 EUR:ES	Vans	38	32	adulte	Dataiads-allcategs-ori	Casual	Mujer	"SUMMER"	REBAJAS-ENERO-25
Sudadera Fitness Mujer Nike DrI-Fit One CreW-Neck	FB5125-328	59.99 EUR	47.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-dri-fit-one-crew-neck-deep-jungle-white-fb5125-328	Fitness > Sudadera	Sudadera Fitness Nike DrI-Fit One CreW-Neck Mujer	196968444908	FB5125-328	https://lp.base.net/nike-dri-fit-one-crew-neck-deep-jungle-white-fb5125-328?lpoid=329f5adf6196334591d7282477a15175cf2bf5f6	https://www.base.net/media/catalog/product/0/1/01_fb5125_328.jpg	https://www.base.net/media/catalog/product/0/2/02_fb5125_328.jpg,https://www.base.net/media/catalog/product/0/3/03_fb5125_328.jpg	3.99 EUR:ES	Nike	XS	6	adulte	Dataiads-allcategs-var	Fitness	Mujer		REBAJAS-ENERO-25
Camiseta Fitness Niño Camiseta Niño U TR-Es Logo T adidas Sportswear	IR7529	20.00 EUR	15.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/camiseta-nino-u-tr-es-logo-t-adidas-sportswear-carbon-segrsp-ir7529	Fitness > Camiseta	Camiseta Fitness Camiseta Niño U TR-Es Logo T adidas Sportswear Niño	4067887722551	IR7529	https://lp.base.net/camiseta-nino-u-tr-es-logo-t-adidas-sportswear-carbon-segrsp-ir7529?lpoid=45145b15b60779b4b5f57278b90cb6fb514c5ebd	https://www.base.net/media/catalog/product/0/1/01_ir7529.jpg	https://www.base.net/media/catalog/product/0/2/02_ir7529.jpg,https://www.base.net/media/catalog/product/0/3/03_ir7529.jpg,https://www.base.net/media/catalog/product/0/4/04_ir7529.jpg	3.99 EUR:ES	adidas Sportswear	15-16 años	0	enfants	Dataiads-allcategs-ori	Fitness	Niño	"BTS-FA24"	REBAJAS-ENERO-25
Balon Baloncesto Unisex Nike Everyday Playground 8p Graphic Deflated	N100437106307-063	25.00 EUR	17.50 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-everyday-playground-8p-graphic-deflated-broblubla-n100437106307-063	Baloncesto > Balon	Balon Baloncesto Nike Everyday Playground 8p Graphic Deflated Unisex	887791735829	N100437106307-063	https://lp.base.net/nike-everyday-playground-8p-graphic-deflated-broblubla-n100437106307-063?lpoid=a319cf08df8ec0ccf21940152a04d857315cdc18	https://www.base.net/media/catalog/product/0/1/01_n100437106307_063.jpg	https://www.base.net/media/catalog/product/0/2/02_n100437106307_063.jpg	3.99 EUR:ES	Nike	7	13	adulte	Dataiads-allcategs-var	Baloncesto	Unisex	"SUMMER"	REBAJAS-ENERO-25
Vans Lock Box Tank	vn00050uwht1	16.00 EUR		neuf	en stock	Magasin en ligne	ES	es			La camiseta sin mangas de mujer Vans Lock Box tiene un diseño elegante y relajado y está confeccionada en 100 % algodón. Es una camiseta útil porque es acogedora y se adapta a varios entornos. En el pecho, tiene el logo de la marca bordado, lo que le da al conjunto un aspecto moderno. Es perfecto para el uso diario.  COMPOSICIÓN Y TECNOLOGÍA  Tirantes Cuello redondo Material: 100% algodón Corte recto Logotipo de la marca bordado en el pecho			https://canarias.base.net/vans-lock-box-tank-white-vn00050uwht1-vnwht	https://www.base.net/media/catalog/product/0/1/01_vn00050uwht1_vnwht.jpg		:ES	Vans		0						
Pantalon Casual Niño Pantalón Niños J 3s Tib Pt adidas Sportswear	IY1800	40.00 EUR	32.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/pantalon-ninos-j-3s-tib-pt-adidas-sportswear-tengrn-black-iy1800	Casual > Pantalon	Pantalon Casual Pantalón Niños J 3s Tib Pt adidas Sportswear Niño	4067896685151	IY1800	https://lp.base.net/pantalon-ninos-j-3s-tib-pt-adidas-sportswear-tengrn-black-iy1800?lpoid=34fe8f5016574efd94337a2495095893bcc862fb	https://www.base.net/media/catalog/product/0/1/01_iy1800.jpg	https://www.base.net/media/catalog/product/0/2/02_iy1800.jpg,https://www.base.net/media/catalog/product/0/3/03_iy1800.jpg,https://www.base.net/media/catalog/product/0/4/04_iy1800.jpg	3.99 EUR:ES	adidas	140	6	enfants	Dataiads-allcategs-ori	Casual	Niño		REBAJAS-ENERO-25
Pantalon Casual Mujer Puma Evostripe	589160-01	57.00 EUR	22.80 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/puma-evostripe-puma-black-589160-01	Casual > Pantalon	Pantalon Casual Puma Evostripe Mujer	4063699239171	589160-01	https://lp.base.net/puma-evostripe-puma-black-589160-01?lpoid=11fb75355f876a77a1fa52d1fb60a0b7b8b5189b	https://www.base.net/media/catalog/product/0/1/01_589160_01.jpg	https://www.base.net/media/catalog/product/0/2/02_589160_01.jpg,https://www.base.net/media/catalog/product/0/3/03_589160_01.jpg,https://www.base.net/media/catalog/product/0/4/04_589160_01.jpg	3.99 EUR:ES	Puma	M	6	adulte	Dataiads-allcategs-ori	Casual	Mujer	"outlet-base"	BF-DOS-CUATRO
Short Casual Mujer Champion American Classics Legacy	114882S22-PS012	29.90 EUR	8.97 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/champion-american-classics-legacy-php-114882s22-ps012	Casual > Short	Short Casual Champion American Classics Legacy Mujer	8054112075809	114882S22-PS012	https://lp.base.net/champion-american-classics-legacy-php-114882s22-ps012?lpoid=fe2224c2e055bfce735518deae6c5b71ddddc673	https://www.base.net/media/catalog/product/0/1/01_114882s22_ps012.jpg		3.99 EUR:ES	Champion	XL	0	adulte	Dataiads-allcategs-ori	Casual	Mujer	"outlet-base"	BF-DOS-CUATRO
Zapatillas Casual Bebe Nike Court Borough Mid 2	CD7784-006	44.99 EUR	38.24 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-court-borough-mid-2-pure-platinum-pink-prime-cd7784-006	Casual > Zapatillas	Zapatillas Casual Nike Court Borough Mid 2 Bebe	195866730748	CD7784-006	https://lp.base.net/nike-court-borough-mid-2-pure-platinum-pink-prime-cd7784-006?lpoid=2d3a9e816c09f2de790fd586690ca09650242659	https://www.base.net/media/catalog/product/0/1/01_cd7784_006.jpg	https://www.base.net/media/catalog/product/0/2/02_cd7784_006.jpg,https://www.base.net/media/catalog/product/0/3/03_cd7784_006.jpg,https://www.base.net/media/catalog/product/0/4/04_cd7784_006	3.99 EUR:ES	Nike	18.5	15	enfants	Dataiads-allcategs-ori	Casual	Bebe	"CAMPAMENTO"	SEMANA-SANTA-NINO
Zapatillas Casual Niño Zapatillas Niño Vl Court 3.0 El C adidas Sportswear	ID9155	45.00 EUR	36.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/zapatillas-nino-vl-court-3-0-el-c-adidas-sportswear-ftwwht-cblack-greone-id9155	Casual > Zapatillas	Zapatillas Casual Zapatillas Niño Vl Court 3.0 El C adidas Sportswear Niño	4067892609373	ID9155	https://lp.base.net/zapatillas-nino-vl-court-3-0-el-c-adidas-sportswear-ftwwht-cblack-greone-id9155?lpoid=60ca1d35c5ce55bb76a09cd4a7742903f5b4737e	https://www.base.net/media/catalog/product/0/1/01_id9155.jpg	https://www.base.net/media/catalog/product/0/2/02_id9155.jpg,https://www.base.net/media/catalog/product/0/3/03_id9155.jpg,https://www.base.net/media/catalog/product/0/4/04_id9155.jpg	3.99 EUR:ES	adidas	30.5	92	enfants	Dataiads-allcategs-ori	Casual	Niño	"BTS-FA24"	BF-DOS-CUATRO
Replicas Futbol Hombre Primera Equipación Atlético Madrid 22-23	DX2680-613	94.99 EUR	66.49 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/primera-equipacion-atletico-madrid-22-23-sport-red-global-red-whit-dx2680-613	Futbol > Replicas	Replicas Futbol Primera Equipación Atlético Madrid 22-23 Hombre	196605448955	DX2680-613	https://lp.base.net/primera-equipacion-atletico-madrid-22-23-sport-red-global-red-whit-dx2680-613?lpoid=08ffac38693b51f0d55a319e10951317eabd4014	https://www.base.net/media/catalog/product/0/1/01_dx2680_613.jpg	https://www.base.net/media/catalog/product/0/2/02_dx2680_613.jpg,https://www.base.net/media/catalog/product/0/3/03_dx2680_613.jpg,https://www.base.net/media/catalog/product/0/4/04_dx2680_613	0.00 EUR:ES	Nike	S	16	adulte	Dataiads-allcategs-ori	Futbol	Hombre	"REBAJAS"	REBAJAS-ENERO-25
Zapatillas Running Hombre Asics GeL-Venture 9	1011B486-250	80.00 EUR	76.00 EUR		en stock	Magasin en ligne	ES	es		Running > Zapatillas	Zapatillas Running Asics GeL-Venture 9 Hombre	4550457744881	1011B486-250	https://www.base.net/asics-gel-venture-9-oatmeal-safety-yellow-1011b486-250	https://www.base.net/media/catalog/product/0/1/01_1011b486_250.jpg	https://www.base.net/media/catalog/product/0/2/02_1011b486_250.jpg,https://www.base.net/media/catalog/product/0/3/03_1011b486_250.jpg,https://www.base.net/media/catalog/product/0/4/04_1011	0.00 EUR:ES	Asics	43.5	6	adulte		Running	Hombre		
Zapatillas Casual Niño Zapatillas Niño Grand Court 2.0 K adidas Sportswear	FZ6158	40.00 EUR	32.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/zapatillas-nino-grand-court-2-0-k-adidas-sportswear-ftwwht-ftwwht-greone-fz6158	Casual > Zapatillas	Zapatillas Casual Zapatillas Niño Grand Court 2.0 K adidas Sportswear Niño	4066746170168	FZ6158	https://lp.base.net/zapatillas-nino-grand-court-2-0-k-adidas-sportswear-ftwwht-ftwwht-greone-fz6158?lpoid=44ef753341281af2ab49867da11c422a9a5810e4	https://www.base.net/media/catalog/product/0/1/01_fz6158.jpg	https://www.base.net/media/catalog/product/0/2/02_fz6158.jpg,https://www.base.net/media/catalog/product/0/3/03_fz6158.jpg,https://www.base.net/media/catalog/product/0/4/04_fz6158.jpg	3.99 EUR:ES	adidas	31	4	enfants	Dataiads-allcategs-var	Casual	Niño	"BTS-FA24"	BF-DOS-CUATRO
Malla Fitness Mujer Nike Pro 365 Women's MiD-Rise 7/8	DV9026-011	44.99 EUR	40.49 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-pro-365-women-s-mid-rise-7-8-black-white-dv9026-011	Fitness > Malla	Malla Fitness Nike Pro 365 Women's MiD-Rise 7/8 Mujer	196153776906	DV9026-011	https://lp.base.net/nike-pro-365-women-s-mid-rise-7-8-black-white-dv9026-011?lpoid=2ef05fe82987abf1954c9399d6b17a139ed7d802	https://www.base.net/media/catalog/product/0/1/01_dv9026_011.jpg	https://www.base.net/media/catalog/product/0/2/02_dv9026_011.jpg,https://www.base.net/media/catalog/product/0/3/03_dv9026_011.jpg,https://www.base.net/media/catalog/product/0/4/04_dv9026_011	3.99 EUR:ES	Nike	XS	2	adulte	Dataiads-allcategs-var	Fitness	Mujer		REBAJAS-ENERO-25
Zapatilla Casual Hombre Vs Pace 2.0 adidas Sportswear	id8200	36.75 EUR		neuf	en stock	Magasin en ligne	ES	es			Las zapatillas Adidas VS PACE 2.0 son una extraordinaria combinación de estilo, rendimiento y comodidad diseñada para satisfacer las demandas de los amantes del calzado deportivo contemporáneo. Con un diseño moderno y vanguardista, estas zapatillas no solo son ideales para actividades deportivas, sino que también se destacan como una declaración de moda. Las Adidas VS PACE 2.0 son mucho más que unas simples zapatillas deportivas; son una declaración de estilo y rendimiento que se adapta perfectamente a la vida moderna y activa.  COMPOSICIÓN Y TECNOLOGÍA  Estilo Moderno Rendimiento Avanzado Construcción Duradera Comodidad Inigualable			https://canarias.base.net/zapatilla-casual-hombre-vs-pace-2-0-adidas-sportswear-chacoa-alumin-wonbei-id8200	https://www.base.net/media/catalog/product/0/1/01_id8200.jpg		:ES	adidas Sportswear		8						
Sudadera Casual Niño Camiseta Niño U Bl Hoodie adidas Sportswear	IS2591	40.00 EUR	30.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/camiseta-nino-u-bl-hoodie-adidas-sportswear-segrsp-chacoa-is2591	Casual > Sudadera	Sudadera Casual Camiseta Niño U Bl Hoodie adidas Sportswear Niño	4067887394499	IS2591	https://lp.base.net/camiseta-nino-u-bl-hoodie-adidas-sportswear-segrsp-chacoa-is2591?lpoid=927e6a5704c13c6abaf921ca4eb8798cc5c665bc	https://www.base.net/media/catalog/product/0/1/01_is2591.jpg	https://www.base.net/media/catalog/product/0/2/02_is2591.jpg,https://www.base.net/media/catalog/product/0/3/03_is2591.jpg,https://www.base.net/media/catalog/product/0/4/04_is2591.jpg	3.99 EUR:ES	adidas Sportswear	152	62	enfants	Dataiads-allcategs-var	Casual	Niño	"BTS-FA24"	REBAJAS-ENERO-25
Pantalon Casual Hombre adidas Essentials Regular Tapered Fleece	HL2231	50.00 EUR	40.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/adidas-essentials-regular-tapered-fleece-legink-white-hl2231	Casual > Pantalon	Pantalon Casual adidas Essentials Regular Tapered Fleece Hombre	4066747913801	HL2231	https://lp.base.net/adidas-essentials-regular-tapered-fleece-legink-white-hl2231?lpoid=1ef5daee14d6ccf714b5b6adf9e7b9423c657408	https://www.base.net/media/catalog/product/0/1/01_hl2231.jpg	https://www.base.net/media/catalog/product/0/2/02_hl2231.jpg,https://www.base.net/media/catalog/product/0/3/03_hl2231.jpg,https://www.base.net/media/catalog/product/0/4/04_hl2231.jpg	3.99 EUR:ES	adidas	XS	4	adulte	Dataiads-allcategs-var	Casual	Hombre	"REBAJAS"	REBAJAS-ENERO-25
Camiseta Casual Hombre Camiseta Casual Hombre Essential Tee adidas Sportswear	IR9691	28.00 EUR	18.20 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/camiseta-casual-hombre-essential-tee-adidas-sportswear-white-ir9691	Casual > Camiseta	Camiseta Casual Camiseta Casual Hombre Essential Tee adidas Sportswear Hombre	4066757361029	IR9691	https://lp.base.net/camiseta-casual-hombre-essential-tee-adidas-sportswear-white-ir9691?lpoid=0e4bf24406523bb86d5ea60caaa8b8693fb34939	https://www.base.net/media/catalog/product/0/1/01_ir9691.jpg	https://www.base.net/media/catalog/product/0/2/02_ir9691.jpg,https://www.base.net/media/catalog/product/0/3/03_ir9691.jpg,https://www.base.net/media/catalog/product/0/4/04_ir9691.jpg	3.99 EUR:ES	adidas Sportswear	M	0	adulte	Dataiads-allcategs-var	Casual	Hombre		REBAJAS-ENERO-25
Champion Hooded Sweatshirt	216559f21	29.25 EUR		neuf	en stock	Magasin en ligne	ES	es			Esta sudadera es la combinación perfecta de comodidad, estilo y calidad. Confeccionada con los mejores materiales y el emblemático diseño de Champion, esta sudadera ofrece un ajuste cómodo y un aspecto deportivo que te hará destacar en cualquier ocasión.  COMPOSICIÓN Y TECNOLOGÍA  Tejido de Alta Calidad: Fabricada con una mezcla suave de algodón y poliéster, esta sudadera ofrece una sensación de comodidad y calidez durante todo el día. Capucha Ajustable: La capucha con cordón ajustable te permite personalizar tu ajuste para mayor comodidad y protección contra el viento y el frío. Bolsillo Canguro Delantero: El amplio bolsillo canguro delantero te brinda espacio para guardar tus manos o llevar contigo tus objetos esenciales de forma segura. Logo Bordado: El logo de Champion bordado en el pecho agrega un toque de estilo y autenticidad, mostrando tu preferencia por una marca legendaria. Diseño Clásico: Con un diseño clásico de sudadera con capucha, esta prenda es versátil y adecuada para combinar con cualquier estilo casual o deportivo. Acabados de Calidad: Los acabados de calidad, como las costuras reforzadas y los puños y dobladillos elásticos, garantizan una durabilidad excepcional para un uso prolongado.			https://canarias.base.net/champion-hooded-sweatshirt-ebn-216559f21-es508	https://www.base.net/media/catalog/product/0/1/01_216559f21_es508.jpg		:ES	Champion		0						
Short Outdoor Hombre Columbia Shorts Triple Canyon Ii Hombre	203080110-350	70.00 EUR	42.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/columbia-shorts-triple-canyontm-ii-hombre-niagara-203080110-350	Outdoor > Short	Short Outdoor Columbia Shorts Triple Canyon™ Ii Hombre Hombre	195978526413	203080110-350	https://lp.base.net/columbia-shorts-triple-canyontm-ii-hombre-niagara-203080110-350?lpoid=6393ca79f8bcda5d8b6ba2df6fea3bc79deafd1a	https://www.base.net/media/catalog/product/0/1/01_203080110_350.jpg	https://www.base.net/media/catalog/product/0/2/02_203080110_350.jpg,https://www.base.net/media/catalog/product/0/3/03_203080110_350.jpg,https://www.base.net/media/catalog/product/0/4/04_2	3.99 EUR:ES	Columbia	34	0	adulte	Dataiads-allcategs-var	Outdoor	Hombre	"SUMMER"	REBAJAS-ENERO-25
New Era Distressed Sleeve Print Hoody Mlbmul	12893165	43.20 EUR		neuf	en stock	Magasin en ligne	ES	es			Esta sudadera de New Era es una prenda urbana y moderna que combina estilo y comodidad. Con su diseño único y detalles llamativos, esta sudadera es perfecta para aquellos que buscan destacar en la multitud.   COMPOSICIÓN Y TECNOLOGÍA  Estilo urbano: Con un diseño moderno y contemporáneo, esta sudadera ofrece un aspecto desenfadado y a la moda. Materiales de alta calidad: Fabricada con materiales de primera calidad, esta sudadera garantiza durabilidad y comodidad durante todo el día. Detalle de marca: Presenta el logotipo de New Era en la parte delantera, asegurando la autenticidad del producto. Capucha ajustable: Equipada con una capucha ajustable con cordón, esta sudadera te permite personalizar tu ajuste para mayor comodidad. Estampado en las mangas: Las mangas de esta sudadera cuentan con un estampado distressed que añade un toque de estilo único y original. Bolsillo canguro: Incluye un bolsillo canguro en la parte delantera para mayor funcionalidad y estilo.			https://canarias.base.net/new-era-distressed-sleeve-print-hoody-mlbmul-black-12893165-001	https://www.base.net/media/catalog/product/0/1/01_12893165_001.jpg		:ES	New Era		0						
